,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
77186|ZIM2,0.957493995785679,Homo sapiens,ZIM2,tf,293T,None,None,0,ZIM2
38747|TOX4,0.958011504813433,Homo sapiens,TOX4,tf,LoVo,None,Colon,0,TOX4
44029|PALB2,0.958433517981447,Homo sapiens,PALB2,predicted transcription factor,MCF-10A,Epithelium,Breast,1,PALB2
5982|SUPT20H,0.95845279843223,Homo sapiens,SUPT20H,other,HeLa,Epithelium,Cervix,0,SUPT20H
77058|ZNF69,0.958497121741756,Homo sapiens,ZNF69,tf,293T,None,None,0,ZNF69
63030|t-IgG-control,0.958603531311072,Homo sapiens,t-IgG-control,,None,None,Liver,0,t-IgG-control
49154|SFPQ,0.95866248662382,Homo sapiens,SFPQ,not sure,MCF-7,Epithelium,Breast,1,SFPQ
8555|PCGF6,0.958686599010665,Homo sapiens,PCGF6,cr,HEK293T,Epithelium,Embryonic Kidney,0,PCGF6
55661|LEO1,0.959013414641326,Homo sapiens,LEO1,predicted chromatin regulator,HCT-116,None,Colon,1,LEO1
58949|SMN1,0.959266533788347,Homo sapiens,SMN1,not sure,HEK293,Epithelium,Embryonic Kidney,1,SMN1
45891|ZC3H11A,0.959365226575095,Homo sapiens,ZC3H11A,other,K562,Erythroblast,Bone Marrow,0,ZC3H11A
38755|ZBTB17,0.95942166070097,Homo sapiens,ZBTB17,tf,LoVo,None,Colon,0,ZBTB17
36355|SNAPC1,0.95945034607957,Homo sapiens,SNAPC1,not sure,IMR90,Fibroblast,Lung,1,SNAPC1
42703|NR3C2,0.959654187795172,Homo sapiens,NR3C2,tf,LoVo,None,Colon,0,NR3C2
65134|KLF7,0.959700633663468,Homo sapiens,KLF7,,HEK293,Epithelium,Embryonic Kidney,0,KLF7
65215|ZNF784,0.959816676421284,Homo sapiens,ZNF784,,HEK293,Epithelium,Embryonic Kidney,0,ZNF784
77122|ZNF439,0.959872479756564,Homo sapiens,ZNF439,tf,293T,None,None,0,ZNF439
77159|ZNF212,0.959890062433012,Homo sapiens,ZNF212,tf,293T,None,None,1,ZNF212
50035|NME2,0.960328851800798,Homo sapiens,NME2,tf,A549,Epithelium,Lung,0,NME2
42702|NR2F6,0.960388152634046,Homo sapiens,NR2F6,tf,LoVo,None,Colon,0,NR2F6
55576|PAX5,0.960450814218542,Homo sapiens,PAX5,tf,None,B Lymphocyte,None,1,PAX5
65135|SCRT1,0.960603046290625,Homo sapiens,SCRT1,,HEK293,Epithelium,Embryonic Kidney,0,SCRT1
5454|BCAT1,0.960672510935005,Homo sapiens,BCAT1,not sure,LS180,Epithelium,Colon,1,BCAT1
65102|ZSCAN31,0.960748015559979,Homo sapiens,ZSCAN31,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN31
45960|STAT2,0.96087238965465,Homo sapiens,STAT2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,STAT2
42847|STAG2,0.960914642853455,Homo sapiens,STAG2,not sure,LoVo,None,Colon,1,STAG2
65162|ZNF549,0.960942073683269,Homo sapiens,ZNF549,,HEK293,Epithelium,Embryonic Kidney,1,ZNF549
38686|SOX3,0.961379329976036,Homo sapiens,SOX3,predicted transcription factor,LoVo,None,Colon,0,SOX3
77104|ZNF506,0.961417618840152,Homo sapiens,ZNF506,tf,293T,None,None,1,ZNF506
38643|ERF,0.961595772046486,Homo sapiens,ERF,tf,LoVo,None,Colon,0,ERF
73972|ZNF18,0.961684825894025,Homo sapiens,ZNF18,,293T,None,None,1,ZNF18
65124|MYNN,0.961712849211343,Homo sapiens,MYNN,tf,HEK293,Epithelium,Embryonic Kidney,1,MYNN
73957|ZNF324,0.961765447250969,Homo sapiens,ZNF324,,293T,None,None,1,ZNF324
62801|PTRF,0.961887533857473,Homo sapiens,PTRF,,K562,Erythroblast,Bone Marrow,1,PTRF
77096|ZNF543,0.962155195546554,Homo sapiens,ZNF543,tf,293T,None,None,1,ZNF543
77093|ZNF552,0.962795641969927,Homo sapiens,ZNF552,tf,293T,None,None,1,ZNF552
35715|PIAS4,0.963581718381838,Homo sapiens,PIAS4,other,WI-38,Fibroblast,Lung,1,PIAS4
38682|RARG,0.963767388644738,Homo sapiens,RARG,tf,LoVo,None,Colon,0,RARG
77100|ZNF529,0.963949794848288,Homo sapiens,ZNF529,tf,293T,None,None,1,ZNF529
49239|ELF1,0.96406508791064,Homo sapiens,ELF1,tf,DU145,Epithelium,Prostate,1,ELF1
38720|KLF10,0.964141775884165,Homo sapiens,KLF10,tf,LoVo,None,Colon,1,KLF10
1797|BRF1,0.964375715456958,Homo sapiens,BRF1,tf,IMR90,Fibroblast,Lung,1,BRF1
45978|ZNF217,0.96462112317277,Homo sapiens,ZNF217,predicted transcription factor,MCF-7,Epithelium,Breast,1,ZNF217
38734|ADNP,0.964721401716116,Homo sapiens,ADNP,tf,LoVo,None,Colon,0,ADNP
38721|CREB3L4,0.964762992835394,Homo sapiens,CREB3L4,tf,LoVo,None,Colon,1,CREB3L4
39779|REPIN1,0.9650718649602,Homo sapiens,REPIN1,predicted transcription factor,Kasumi-1,Myeloblast,Blood,1,REPIN1
74509|ETS1,0.965286285760779,Homo sapiens,ETS1,tf,DU145,Epithelium,Prostate,1,ETS1
72465|IRAK4,0.965306853059895,Homo sapiens,IRAK4,other,SEM,B cell precursor,None,1,IRAK4
77131|ZNF383,0.965428720666905,Homo sapiens,ZNF383,tf,293T,None,None,1,ZNF383
7489|NR4A1,0.965814923016235,Homo sapiens,NR4A1,tf,K562,Erythroblast,Bone Marrow,1,NR4A1
77192|RBAK,0.965950732524622,Homo sapiens,RBAK,tf,293T,None,None,1,RBAK
38685|MYB,0.966156005676148,Homo sapiens,MYB,tf,LoVo,None,Colon,0,MYB
65202|ZNF37A,0.966221831060392,Homo sapiens,ZNF37A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF37A
77044|ZNF776,0.966641212120565,Homo sapiens,ZNF776,tf,293T,None,None,1,ZNF776
77090|ZNF561,0.966743847618178,Homo sapiens,ZNF561,tf,293T,None,None,1,ZNF561
42763|HOXB6,0.966868484188813,Homo sapiens,HOXB6,tf,LoVo,None,Colon,1,HOXB6
77174|ZNF135,0.966928438394124,Homo sapiens,ZNF135,tf,293T,None,None,1,ZNF135
42768|ID3,0.967085390758284,Homo sapiens,ID3,tf,LoVo,None,Colon,0,ID3
34532|GCG,0.96717028371239,Homo sapiens,GCG,not sure,HEK293T,Epithelium,Embryonic Kidney,0,GCG
36364|SNAPC5,0.967493433000312,Homo sapiens,SNAPC5,not sure,IMR90,Fibroblast,Lung,1,SNAPC5
77036|ZNF789,0.96756301734725,Homo sapiens,ZNF789,other,293T,None,None,1,ZNF789
63580|ZNF239,0.967643134711888,Homo sapiens,ZNF239,,HEK293,Epithelium,Embryonic Kidney,1,ZNF239
77095|ZNF548,0.9677445795082,Homo sapiens,ZNF548,tf,293T,None,None,0,ZNF548
39347|USP49,0.967750917366083,Homo sapiens,USP49,predicted chromatin regulator,HCT-116,None,Colon,1,USP49
77051|ZNF737,0.967862096879489,Homo sapiens,ZNF737,tf,293T,None,None,0,ZNF737
65142|ZNF320,0.968188155634935,Homo sapiens,ZNF320,,HEK293,Epithelium,Embryonic Kidney,1,ZNF320
77064|ZNF675,0.968265921352724,Homo sapiens,ZNF675,tf,293T,None,None,1,ZNF675
77070|ZNF626,0.968725664036916,Homo sapiens,ZNF626,other,293T,None,None,0,ZNF626
42877|ZBTB2,0.968852972312145,Homo sapiens,ZBTB2,tf,LoVo,None,Colon,0,ZBTB2
65137|ZBTB18,0.969083057741514,Homo sapiens,ZBTB18,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB18
77177|ZNF124,0.9697071490028,Homo sapiens,ZNF124,tf,293T,None,None,1,ZNF124
73926|ZNF816,0.96973916969961,Homo sapiens,ZNF816,,293T,None,None,1,ZNF816
77109|ZNF484,0.969811803014057,Homo sapiens,ZNF484,tf,293T,None,None,1,ZNF484
73971|ZNF197,0.969822002875047,Homo sapiens,ZNF197,,293T,None,None,1,ZNF197
77076|ZNF614,0.969858955693553,Homo sapiens,ZNF614,tf,293T,None,None,1,ZNF614
42765|HOXC8,0.970572501187804,Homo sapiens,HOXC8,tf,LoVo,None,Colon,0,HOXC8
77167|ZNF180,0.970615417015497,Homo sapiens,ZNF180,tf,293T,None,None,1,ZNF180
63425|DDX20,0.971020254151493,Homo sapiens,DDX20,,K562,Erythroblast,Bone Marrow,1,DDX20
42689|LHX5,0.971085356971324,Homo sapiens,LHX5,tf,LoVo,None,Colon,1,LHX5
46147|MTA3,0.971329445784394,Homo sapiens,MTA3,tf,GM12878,B Lymphocyte,Blood,1,MTA3
43669|TET3,0.971417258934681,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
63872|ZNF138,0.97142846304828,Homo sapiens,ZNF138,,HEK293,Epithelium,Embryonic Kidney,1,ZNF138
77137|ZNF333,0.971630031110911,Homo sapiens,ZNF333,tf,293T,None,None,1,ZNF333
73950|ZNF3,0.971856376850087,Homo sapiens,ZNF3,tf,293T,None,None,1,ZNF3
77146|ZNF284,0.972036055778425,Homo sapiens,ZNF284,tf,293T,None,None,1,ZNF284
"56245|TEAD1, TEAD4",0.972435322963078,Homo sapiens,"TEAD1, TEAD4",tf,CClp1,None,None,1,"TEAD1, TEAD4"
77092|ZNF555,0.972610285842844,Homo sapiens,ZNF555,tf,293T,None,None,1,ZNF555
77049|ZNF74,0.972641268976894,Homo sapiens,ZNF74,tf,293T,None,None,0,ZNF74
54380|LMTK3,0.973078455932019,Homo sapiens,LMTK3,not sure,MCF-7,Epithelium,Breast,1,LMTK3
65112|SP4,0.973348778931026,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
70855|NPAT,0.97395305085008,Homo sapiens,NPAT,tf,U2OS,osteosarcoma,None,0,NPAT
62763|ZNF24,0.974112211930619,Homo sapiens,ZNF24,,K562,Erythroblast,Bone Marrow,1,ZNF24
2898|SMC3,0.974176826481612,Homo sapiens,SMC3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,None,0,SMC3
39008|H3Pan,0.974419938146436,Homo sapiens,H3Pan,other,A549,Epithelium,Lung,0,H3Pan
77130|ZNF398,0.975592914366461,Homo sapiens,ZNF398,tf,293T,None,None,1,ZNF398
65213|ZNF454,0.975764654498329,Homo sapiens,ZNF454,,HEK293,Epithelium,Embryonic Kidney,0,ZNF454
46294|CEBPD,0.975888151329574,Homo sapiens,CEBPD,tf,K562,Erythroblast,Bone Marrow,1,CEBPD
63394|ZNF488,0.975975002960105,Homo sapiens,ZNF488,,HEK293,Epithelium,Embryonic Kidney,1,ZNF488
71951|BANP,0.976438563923972,Homo sapiens,BANP,tf,HCT-116,Human colorectal carcinoma,None,0,BANP
62889|ZNF518A,0.976472222283184,Homo sapiens,ZNF518A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF518A
77055|ZNF714,0.976604836209672,Homo sapiens,ZNF714,other,293T,None,None,1,ZNF714
39915|ELL,0.976970348825394,Homo sapiens,ELL,predicted chromatin regulator,HCT-116,None,Colon,0,ELL
69364|MYCN,0.977085355377327,Homo sapiens,MYCN,tf,SK-N-BE(2)-C,Neuroblastoma cell,None,1,MYCN
35049|SPDEF,0.97726422479378,Homo sapiens,SPDEF,tf,MCF-7,Epithelium,Breast,0,SPDEF
39919|ICE1,0.977306610289457,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
64454|AEBP2,0.977411781145557,Homo sapiens,AEBP2,tf,HEK293,Epithelium,Embryonic Kidney,1,AEBP2
1329|POLR3A,0.977660873993547,Homo sapiens,POLR3A,tf,HeLa,Epithelium,Cervix,0,POLR3A
49240|ELK4,0.977774651845907,Homo sapiens,ELK4,tf,DU145,Epithelium,Prostate,1,ELK4
42807|ZNF639,0.977933426957696,Homo sapiens,ZNF639,tf,LoVo,None,Colon,0,ZNF639
8560|RYBP,0.978390995300465,Homo sapiens,RYBP,tf,HEK293T,Epithelium,Embryonic Kidney,1,RYBP
42805|ZNF281,0.978951738820025,Homo sapiens,ZNF281,tf,LoVo,None,Colon,0,ZNF281
77028|ZNF805,0.979152228369435,Homo sapiens,ZNF805,other,293T,None,None,1,ZNF805
76830|SETX,0.979696433150357,Homo sapiens,SETX,other,A549,Epithelium,Lung,0,SETX
44131|SRCAP,0.979784581191474,Homo sapiens,SRCAP,cr,None,T Lymphocyte,Blood,1,SRCAP
38826|ZIC2,0.979906249501739,Homo sapiens,ZIC2,tf,LoVo,None,Colon,0,ZIC2
2400|TDRD3,0.979963652955151,Homo sapiens,TDRD3,cr,MCF-7,Epithelium,Breast,1,TDRD3
45605|YY1,0.980800917601601,Homo sapiens,YY1,tf,GM12878,B Lymphocyte,Blood,0,YY1
77043|ZNF777,0.980823511002899,Homo sapiens,ZNF777,tf,293T,None,None,1,ZNF777
77178|ZNF114,0.980930877891726,Homo sapiens,ZNF114,tf,293T,None,None,0,ZNF114
38759|ETV5,0.98136136117683,Homo sapiens,ETV5,tf,LoVo,None,Colon,1,ETV5
77063|ZNF681,0.981477091990265,Homo sapiens,ZNF681,tf,293T,None,None,1,ZNF681
73339|MCM3,0.981498914059412,Homo sapiens,MCM3,,None,None,None,1,MCM3
58829|CD59,0.981927002794971,Homo sapiens,CD59,other,Raji,B Lymphocyte,Blood,0,CD59
63090|PRPF4,0.982191623269896,Homo sapiens,PRPF4,,HepG2,Epithelium,Liver,1,PRPF4
62871|ZBTB11,0.982200034818803,Homo sapiens,ZBTB11,,MCF-7,Epithelium,Breast,1,ZBTB11
42865|RFX7,0.982358249051485,Homo sapiens,RFX7,tf,LoVo,None,Colon,0,RFX7
8533|VEZF1,0.982447281124392,Homo sapiens,VEZF1,tf,HeLa-S3,Epithelium,Cervix,1,VEZF1
64495|ZNF781,0.982448118521613,Homo sapiens,ZNF781,,HEK293,Epithelium,Embryonic Kidney,1,ZNF781
77062|ZNF682,0.982558163941006,Homo sapiens,ZNF682,tf,293T,None,None,1,ZNF682
43552|C17orf96,0.982578637383072,Homo sapiens,C17orf96,not sure,HEK293T,Epithelium,Embryonic Kidney,0,C17orf96
76999|PITX3,0.982760515663796,Homo sapiens,PITX3,tf,SH-SY5Y,Neuron,Midbrain,1,PITX3
77128|ZNF425,0.983101600334709,Homo sapiens,ZNF425,other,293T,None,None,1,ZNF425
77075|ZNF615,0.98348146093672,Homo sapiens,ZNF615,tf,293T,None,None,1,ZNF615
64308|ZNF837,0.983603406762682,Homo sapiens,ZNF837,,HEK293,Epithelium,Embryonic Kidney,1,ZNF837
68962|PRDM14,0.984066947838621,Homo sapiens,PRDM14,tf,NCCIT,Embryonal carcinoma cell,None,1,PRDM14
64816|ZMIZ1,0.984084155551041,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1,ZMIZ1
8662|HDAC3,0.984092622582505,Homo sapiens,HDAC3,cr,VCaP,Epithelium,Prostate,1,HDAC3
63203|ZNF354C,0.984235436442387,Homo sapiens,ZNF354C,,HEK293,Epithelium,Embryonic Kidney,1,ZNF354C
54105|DAXX,0.984568006696758,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
38827|FOXG1,0.985105730601472,Homo sapiens,FOXG1,tf,LoVo,None,Colon,1,FOXG1
41630|POLR3GL,0.985182821592061,Homo sapiens,POLR3GL,tf,IMR90,Fibroblast,Lung,1,POLR3GL
2085|L3MBTL2,0.985246381351386,Homo sapiens,L3MBTL2,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,0,L3MBTL2
64090|TEAD2,0.985389045522465,Homo sapiens,TEAD2,tf,K562,Erythroblast,Bone Marrow,1,TEAD2
47100|CBFA2T3,0.985445057970788,Homo sapiens,CBFA2T3,tf,CAL-1,Dendritic Cell,None,1,CBFA2T3
64618|HDAC8,0.986000586434487,Homo sapiens,HDAC8,cr,K562,Erythroblast,Bone Marrow,1,HDAC8
45877|XRCC4,0.986137089398595,Homo sapiens,XRCC4,tf,K562,Erythroblast,Bone Marrow,0,XRCC4
42773|NFYB,0.986143826213454,Homo sapiens,NFYB,tf,LoVo,None,Colon,0,NFYB
77157|ZNF223,0.986678123925504,Homo sapiens,ZNF223,other,293T,None,None,1,ZNF223
63050|ZNF292,0.986857233657127,Homo sapiens,ZNF292,,HEK293,Epithelium,Embryonic Kidney,1,ZNF292
62761|PKNOX1,0.986871971750333,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
70762|HDAC4,0.987449016086162,Homo sapiens,HDAC4,cr,MM1.S,B Lymphocyte,Blood,1,HDAC4
38835|DLX6,0.987505781772656,Homo sapiens,DLX6,tf,LoVo,None,Colon,0,DLX6
63799|ZBTB40,0.987821506972682,Homo sapiens,ZBTB40,,HepG2,Epithelium,Liver,1,ZBTB40
65216|ZNF563,0.988353023729847,Homo sapiens,ZNF563,,HEK293,Epithelium,Embryonic Kidney,1,ZNF563
45787|SMARCC2,0.988607575771612,Homo sapiens,SMARCC2,cr,HeLa-S3,Epithelium,Cervix,1,SMARCC2
46246|SP2,0.989004660617149,Homo sapiens,SP2,predicted chromatin regulator,HepG2,Epithelium,Liver,1,SP2
50378|EZH1,0.989105322825924,Homo sapiens,EZH1,cr,None,Proerythroblast,Fetal Liver,1,EZH1
44144|PHF6,0.989163392241756,Homo sapiens,PHF6,predicted chromatin regulator,Jurkat,T Lymphocyte,Blood,1,PHF6
73976|ZNF101,0.989172645473608,Homo sapiens,ZNF101,,293T,None,None,1,ZNF101
77078|ZNF611,0.989336622046514,Homo sapiens,ZNF611,tf,293T,None,None,1,ZNF611
63428|INSM2,0.989513949011323,Homo sapiens,INSM2,,HEK293,Epithelium,Embryonic Kidney,1,INSM2
38726|HBP1,0.989595884365036,Homo sapiens,HBP1,tf,LoVo,None,Colon,1,HBP1
38808|BARHL1,0.989870286504305,Homo sapiens,BARHL1,tf,LoVo,None,Colon,0,BARHL1
45947|NELFE,0.98993675760807,Homo sapiens,NELFE,not sure,K562,Erythroblast,Bone Marrow,1,NELFE
64553|HIC1,0.989942251768889,Homo sapiens,HIC1,,HEK293,Epithelium,Embryonic Kidney,1,HIC1
62817|ZFP3,0.990060037215414,Homo sapiens,ZFP3,,HEK293,Epithelium,Embryonic Kidney,1,ZFP3
64129|ILK,0.990644281153114,Homo sapiens,ILK,,K562,Erythroblast,Bone Marrow,1,ILK
62555|ZNF600,0.990881651483469,Homo sapiens,ZNF600,,HEK293,Epithelium,Embryonic Kidney,1,ZNF600
63935|YBX3,0.990894863573513,Homo sapiens,YBX3,tf,K562,Erythroblast,Bone Marrow,1,YBX3
38694|E2F3,0.99097776160972,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
9211|THAP1,0.991147719655041,Homo sapiens,THAP1,tf,HeLa,Epithelium,Cervix,1,THAP1
77032|ZNF793,0.991280880106468,Homo sapiens,ZNF793,other,293T,None,None,1,ZNF793
63399|ZFP37,0.991449702031393,Homo sapiens,ZFP37,,HEK293,Epithelium,Embryonic Kidney,1,ZFP37
62487|ZNF202,0.991465665002873,Homo sapiens,ZNF202,,HEK293,Epithelium,Embryonic Kidney,1,ZNF202
38845|DBP,0.991581209061711,Homo sapiens,DBP,tf,LoVo,None,Colon,0,DBP
49629|TFAP2C,0.991613821925246,Homo sapiens,TFAP2C,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2C
38856|ATOH1,0.991631534166861,Homo sapiens,ATOH1,tf,LoVo,None,Colon,1,ATOH1
59006|JMJD1C,0.99163881448865,Homo sapiens,JMJD1C,predicted chromatin regulator,THP-1,Monocyte,Blood,1,JMJD1C
42772|MXD3,0.991658016936479,Homo sapiens,MXD3,tf,LoVo,None,Colon,1,MXD3
42762|GMEB2,0.991984962816509,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
63678|ZNF423,0.992017757533941,Homo sapiens,ZNF423,,HEK293,Epithelium,Embryonic Kidney,1,ZNF423
45630|WRNIP1,0.99201861504101,Homo sapiens,WRNIP1,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1,WRNIP1
38815|MXD1,0.992313586111387,Homo sapiens,MXD1,tf,LoVo,None,Colon,0,MXD1
77041|ZNF780A,0.992663873696764,Homo sapiens,ZNF780A,tf,293T,None,None,1,ZNF780A
38791|HOXA10,0.992943149293076,Homo sapiens,HOXA10,tf,LoVo,None,Colon,0,HOXA10
77102|ZNF525,0.993043293390562,Homo sapiens,ZNF525,other,293T,None,None,1,ZNF525
62985|ZNF391,0.993102324778615,Homo sapiens,ZNF391,,HEK293,Epithelium,Embryonic Kidney,1,ZNF391
77184|ZKSCAN3,0.993246790913753,Homo sapiens,ZKSCAN3,tf,293T,None,None,1,ZKSCAN3
62981|ZBED1,0.993358022422944,Homo sapiens,ZBED1,,GM12878,B Lymphocyte,Blood,1,ZBED1
65192|ZBTB6,0.993689227381246,Homo sapiens,ZBTB6,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB6
63632|ZNF501,0.993805575232703,Homo sapiens,ZNF501,,HEK293,Epithelium,Embryonic Kidney,1,ZNF501
62653|RAD51,0.993871278589773,Homo sapiens,RAD51,predicted chromatin regulator,HepG2,Epithelium,Liver,1,RAD51
38812|ASCL2,0.993872234221861,Homo sapiens,ASCL2,tf,LoVo,None,Colon,1,ASCL2
45742|KAT2B,0.993922689910785,Homo sapiens,KAT2B,predicted chromatin regulator,HeLa-S3,Epithelium,Cervix,1,KAT2B
43556|CBX6,0.99393905205917,Homo sapiens,CBX6,cr,None,Epithelium,Mammary Gland,1,CBX6
63362|C11orf30,0.994000116460067,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
64839|NONO,0.994100995128375,Homo sapiens,NONO,,MCF-7,Epithelium,Breast,1,NONO
49742|SSU72,0.994169735571123,Homo sapiens,SSU72,other,H1,Embryonic Stem Cell,Embryo,1,SSU72
46240|NFIC,0.994178731650818,Homo sapiens,NFIC,tf,HepG2,Epithelium,Liver,1,NFIC
1218|GATAD1,0.994239023598465,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
38830|FEV,0.994376847393456,Homo sapiens,FEV,tf,LoVo,None,Colon,1,FEV
64061|CSDE1,0.994399186202912,Homo sapiens,CSDE1,,K562,Erythroblast,Bone Marrow,1,CSDE1
36771|ZNF143,0.994507140105005,Homo sapiens,ZNF143,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1,ZNF143
63365|ZNF318,0.994508695609298,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1,ZNF318
64311|PRDM2,0.994633401650391,Homo sapiens,PRDM2,,HEK293,Epithelium,Embryonic Kidney,1,PRDM2
73987|CD34,0.994637242829494,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
63400|H2AFZ,0.994681645764584,Homo sapiens,H2AFZ,,SK-N-SH,Neuroblastoma cell,Brain,1,H2AFZ
64463|BCL11B,0.994800787647788,Homo sapiens,BCL11B,,HEK293,Epithelium,Embryonic Kidney,1,BCL11B
64289|ZSCAN23,0.99486571330745,Homo sapiens,ZSCAN23,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN23
38638|ZFHX3,0.995166190775024,Homo sapiens,ZFHX3,tf,LoVo,None,Colon,0,ZFHX3
41309|ZFX,0.995168305189632,Homo sapiens,ZFX,predicted transcription factor,RPMI-8402,T cell leukemia,Blood,1,ZFX
62899|ZNF346,0.995257342044523,Homo sapiens,ZNF346,,HEK293,Epithelium,Embryonic Kidney,1,ZNF346
69998|SMARCA5,0.995312382527652,Homo sapiens,SMARCA5,cr,LNCaP,Epithelium,Prostate,1,SMARCA5
62660|KAT8,0.995355718352977,Homo sapiens,KAT8,cr,K562,Erythroblast,Bone Marrow,1,KAT8
62769|ZNF71,0.995456153362819,Homo sapiens,ZNF71,,HEK293,Epithelium,Embryonic Kidney,1,ZNF71
77065|ZNF674,0.995499132054677,Homo sapiens,ZNF674,tf,293T,None,None,1,ZNF674
40348|CHD5,0.995642251396879,Homo sapiens,CHD5,cr,SH-SY5Y,None,Bone Marrow,1,CHD5
64322|ZNF362,0.995830559503022,Homo sapiens,ZNF362,,HEK293,Epithelium,Embryonic Kidney,1,ZNF362
47579|TTF1,0.995838852383819,Homo sapiens,TTF1,tf,NCI-H441,Epithelium,Lung,1,TTF1
62995|TRIM25,0.995842928461172,Homo sapiens,TRIM25,,K562,Erythroblast,Bone Marrow,1,TRIM25
62617|KLF17,0.995897608106651,Homo sapiens,KLF17,,HEK293,Epithelium,Embryonic Kidney,1,KLF17
52055|HJURP,0.995919922931191,Homo sapiens,HJURP,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,HJURP
51332|ASH2L,0.99597424440199,Homo sapiens,ASH2L,cr,VCaP,Epithelium,Prostate,1,ASH2L
64166|ELK1,0.996153241689125,Homo sapiens,ELK1,tf,IMR90,Fibroblast,Lung,1,ELK1
72432|GUCY1B3,0.996212068796913,Homo sapiens,GUCY1B3,other,U87,glioma cancer cell line overexpressing sGC-beta1,None,1,GUCY1B3
77059|ZNF695,0.996242885594269,Homo sapiens,ZNF695,tf,293T,None,None,1,ZNF695
77133|ZNF343,0.996588706249758,Homo sapiens,ZNF343,tf,293T,None,None,1,ZNF343
77143|ZNF28,0.996649712750048,Homo sapiens,ZNF28,tf,293T,None,None,1,ZNF28
52171|PRDM11,0.996654564815733,Homo sapiens,PRDM11,tf,U-2932,B Lymphocyte,None,0,PRDM11
63614|ZKSCAN1,0.996743797993847,Homo sapiens,ZKSCAN1,tf,MCF-7,Epithelium,Breast,1,ZKSCAN1
45626|NFYA,0.996947240185502,Homo sapiens,NFYA,tf,GM12878,B Lymphocyte,Blood,1,NFYA
45799|PPARGC1A,0.996976195267119,Homo sapiens,PPARGC1A,tf,HepG2,Epithelium,Liver,1,PPARGC1A
5562|RAC3,0.997150556028052,Homo sapiens,RAC3,cr,H3396,Epithelium,Mammary Gland,1,RAC3
77024|ZNF846,0.997208859087229,Homo sapiens,ZNF846,other,293T,None,None,1,ZNF846
77261|ZNF597,0.997212167365642,Homo sapiens,ZNF597,tf,GM12878,B Lymphocyte,Blood,1,ZNF597
68963|CBFA2T2,0.997253320719421,Homo sapiens,CBFA2T2,tf,NCCIT,Embryonal carcinoma cell,None,1,CBFA2T2
63654|SP7,0.997379768270266,Homo sapiens,SP7,,HEK293,Epithelium,Embryonic Kidney,1,SP7
76683|CCND2,0.99739202050866,Homo sapiens,CCND2,other,MM1.S,B Lymphocyte,Blood,1,CCND2
63283|ZEB2,0.997392114630182,Homo sapiens,ZEB2,,K562,Erythroblast,Bone Marrow,1,ZEB2
65139|ZBTB42,0.997593002602731,Homo sapiens,ZBTB42,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB42
63979|NBN,0.997610246617854,Homo sapiens,NBN,tf,MCF-7,Epithelium,Breast,1,NBN
65085|ZNF134,0.997685276088694,Homo sapiens,ZNF134,,HEK293,Epithelium,Embryonic Kidney,1,ZNF134
77045|ZNF765,0.997800817218643,Homo sapiens,ZNF765,other,293T,None,None,1,ZNF765
62557|PLRG1,0.997843296758684,Homo sapiens,PLRG1,,HepG2,Epithelium,Liver,1,PLRG1
49196|DDX5,0.997882948823221,Homo sapiens,DDX5,predicted chromatin regulator,NTERA-2,None,Testis,1,DDX5
65165|ZNF449,0.997921178547647,Homo sapiens,ZNF449,,HEK293,Epithelium,Embryonic Kidney,1,ZNF449
42890|ZNF83,0.997953005627959,Homo sapiens,ZNF83,tf,LoVo,None,Colon,1,ZNF83
63763|ZNF48,0.997953952311536,Homo sapiens,ZNF48,,HEK293,Epithelium,Embryonic Kidney,1,ZNF48
